wavelength(nm), voltage(V)
1864.807,  87.413
1885.808, 101.559
1512.235, 105.716
1219.223, 115.721
1412.222, 132.159
2097.508,  85.237
5088.928, 124.833
2148.909,  98.446
1864.894, 101.964
2117.685, 107.299
1544.641,  99.574
1482.115, 112.134
1236.102, 101.196
1548.655, 109.239
1858.425, 110.143
1322.742,  88.621
1384.822,  79.138
1746.490, 118.244
1545.435,  96.302
2147.456,  76.686
1277.671, 111.587
1361.947, 111.538
1243.546, 109.133
1417.664,  79.136
1888.754, 117.680
1402.482, 100.156
1388.808,  79.584
1208.800,  89.936
2158.639, 102.010
1559.721, 106.405
1379.046, 113.251
1948.926,  74.248
1417.934,  92.268
1236.445,  76.553
1508.850, 110.691
1385.892, 120.988
1649.086, 103.355
2147.405, 102.738
1645.464, 103.578
1332.410, 109.116
1885.590, 101.624
2171.277, 141.083
1421.065, 135.582
1259.594, 103.950
1739.353, 109.262
2130.294,  95.003
2150.892,  72.348
2103.654, 119.563
1424.932,  83.397
1337.089,  82.156
1307.120, 100.241
1875.725, 106.082
1867.630, 122.966
1560.965,  98.359
1575.400,  97.386
1258.332,  94.829
1266.124, 107.839
1811.303,  87.141
1339.799,  85.569
1752.480,  76.746
2015.860, 113.671
1865.014,  95.113
1363.509,  83.714
2198.507,  90.087
1262.001,  82.486
1642.602, 111.663
1838.382, 133.262
1628.202, 132.511
1257.680,  73.988
1513.574, 125.844
1359.451,  67.729
1914.427,  69.791
2148.395,  69.535
1408.626,  82.673
2028.703, 111.951
1632.930,  95.675
1864.408,  99.984
1353.174, 116.572
1321.792,  87.206
1901.496, 115.249
2261.628, 117.820
1550.248,  82.159
2288.820, 100.477
1365.478, 159.506
1977.039, 100.834
1565.463, 118.084
2398.665,  83.705
2158.011, 125.243
2054.210,  80.268
1635.141,  92.335
1668.112, 102.262
1433.704,  78.226
1249.335,  82.162
1479.479, 131.893
1583.763,  73.737
1984.265, 125.760
1629.421, 140.582
1226.632, 139.393
1485.352, 110.058
2033.258,  79.965
2085.753,  71.524
1274.410, 139.702
1670.809,  93.254
1306.324, 109.057
1692.195,  74.283
1562.492,  91.603
1459.310,  68.141
1806.161,  89.544
1643.689,  89.639
2878.705,  83.842
1547.568, 117.565
1199.677,  86.841
1387.594,  99.842
1633.148,  91.085
2001.319, 129.102
1662.126,  76.204
1729.653,  77.657
1922.023, 125.574
1736.894,  95.701
1307.194, 159.198
1665.240, 129.600
1866.589, 108.280
2078.773,  92.246
2463.234, 101.632
1822.201, 110.976
1217.513, 146.364
2544.375,  75.198
1863.825,  88.187
1683.943,  98.914
1403.126,  73.567
1864.299,  78.623
1389.033, 114.395
1882.550, 113.354
2103.868,  98.993
1280.804,  84.880
1327.802, 110.439
2189.668, 154.463
1529.875, 144.587
1915.396,  68.463
2101.722,  95.628
2078.348, 106.150
1290.072, 116.114
1721.709,  86.930
3697.259, 140.571
1473.251,  71.978
2020.786,  89.913
1721.056,  92.733
1199.592,  95.812
1315.422, 116.943
2155.778, 118.946
1293.571, 108.823
1843.139,  63.870
1430.130, 101.375
1416.479,  88.257
1213.401,  90.626
2073.995, 101.295
1600.204, 117.056
1538.785, 165.880
1664.529,  86.750
2155.254,  97.842
1280.489, 142.354
1636.783, 151.659
1677.509, 128.458
1369.453, 113.067
1561.221,  82.911
2008.752,  96.170
1989.756,  54.854
1577.117, 103.621
1502.438, 102.898
1656.791,  81.686
1582.262,  77.475
1384.244,  99.225
1343.236,  96.615
1340.935, 115.926
1451.155,  99.806
1480.681,  91.052
1811.489, 127.918
1562.981, 120.673
1552.882,  76.620
2158.500,  83.173
1863.110,  74.267
1704.900, 112.277
1356.692,  82.747
1333.205, 132.134
1334.905, 106.860
1593.063, 120.669
1310.784,  40.881
2323.175, 113.082
1632.928,  86.526
1275.918,  92.825
1771.789,  85.984
2157.382, 139.470
1419.093, 142.860
1306.359,  76.893
1273.053,  83.808
1291.623, 131.644
1308.050,  92.851
1598.226,  98.234
1661.339,  79.042
1865.641,  94.235
1866.831, 118.464
1261.530,  80.229
1291.816, 132.647
1862.421,  71.728
1567.229, 100.504
2194.179, 104.873
2183.064,  91.761
2068.133, 107.542
2022.935, 152.299
1382.772, 106.847
2257.883,  81.536
1441.563, 136.812
1865.888, 114.457
1369.661,  83.140
1864.341,  82.799
1924.825, 109.551
1530.404,  98.826
1276.461,  58.534
1521.341,  78.566
1867.698, 119.314
1446.082, 130.389
1971.802,  74.657
1385.355, 114.035
1467.876, 126.970
1392.517,  63.576
1616.052, 104.047
1561.595, 121.809
1273.682,  83.836
2870.584,  95.193
1398.251,  91.242
1424.951, 152.023
1587.921,  94.754
1712.448, 111.266
1275.877,  98.769
1482.612, 133.252
1270.253, 109.661
1462.796, 109.322
1831.985,  93.907
1629.371,  62.177
1794.465, 105.254
1244.696,  95.991
1657.159,  84.686
1294.430,  92.716
1510.473,  91.861
1765.347, 129.511
1866.318, 112.509
1578.917,  91.048
1648.114, 121.456
1563.113,  98.429
1290.962,  83.019
1376.245, 138.737
2183.469,  38.694
1742.524, 101.477
1863.533,  83.115
1265.274, 101.497
1280.099, 137.830
1579.780,  93.844
1677.785,  78.242
1374.661,  81.212
1272.779, 133.407
1625.566,  81.261
1875.634,  97.071
1279.757, 140.154
2171.492, 144.742
1864.364,  96.614
1674.680, 123.644
1531.756, 139.923
2134.045,  75.613
1479.846,  84.550
1230.993, 105.167
1821.958,  57.312
1514.097, 121.601
1336.844, 118.270
1637.178,  95.726
1528.627, 123.034
1683.049,  93.416
1911.879,  83.453
1363.734,  73.047
1524.621, 122.657
1541.468, 100.161
1826.366,  98.336
1725.759, 146.974
1254.830, 107.589
1219.294, 121.024
1684.684, 109.507
1886.339, 121.501
1824.620, 117.725
1864.395,  93.521
1480.548,  87.091
1477.985, 117.791
1853.718, 137.670
1262.393, 115.800
1812.674,  96.813
1255.165,  91.776
2071.162, 111.901
1874.268,  87.703
2077.552,  72.532
1765.036,  72.227
1359.356, 120.450
1560.687, 124.990
1699.018, 103.897
1453.452, 160.392
2237.075, 166.219
1634.863, 123.923
1720.685, 107.371
1210.902,  72.021
1412.256, 144.724
1707.096,  92.459
1517.603, 133.006
1532.711,  99.845
1308.753, 118.073
1534.112,  78.163
1642.878,  97.129
1283.531, 147.738
2227.116, 105.012
1302.253, 162.255
1376.683,  87.984
2073.341, 140.548
1275.357, 100.074
1715.495, 154.532
1372.195,  78.310
1710.658,  98.655
1968.674,  91.824
1721.112, 106.978
1514.577,  79.125
1924.277, 101.772
1866.328, 112.673
1675.841, 103.549
1342.584, 104.634
1854.880,  54.686
1919.010, 123.577
1465.474,  98.786
1443.589, 136.109
1526.541,  94.418
2316.330,  86.619
1212.253,  98.415
1316.124, 110.035
1519.933,  82.633
1497.149,  93.305
2080.979, 124.426
2028.447,  70.972
2160.808,  61.112
1402.222,  95.988
2030.846, 116.910
1231.196, 128.079
1866.368, 110.034
1776.767, 113.246
1476.208, 127.457
1633.879, 142.498
1337.157,  70.575
2155.887, 114.361
1533.427,  86.464
1491.218, 107.624
1744.265,  68.223
2964.804, 102.304
1588.422, 112.913
1553.787, 103.025
2051.178,  86.020
1936.201, 104.765
1212.760,  80.690
1426.630,  89.424
1908.734,  80.003
1219.763, 109.446
1414.563, 115.382
1501.136, 105.061
1695.293,  86.482
1799.876,  84.162
1670.522,  82.405
1519.848, 135.652
1753.666,  71.929
1448.589,  72.113
1635.279, 113.705
1918.549, 128.593
1573.636, 132.745
1796.467, 119.309
2150.741,  68.544
1550.944, 145.307
1403.797, 140.094
1676.011,  74.488
2685.050, 128.853
1937.444, 131.271
1596.215, 125.292
1227.042,  62.915
1669.927, 108.838
2026.725, 132.396
1974.960,  85.085
1439.827,  79.443
1609.414, 110.997
1337.057,  74.643
1283.679, 135.916
1615.436, 123.919
1231.023, 115.030
1277.116,  98.598
2079.368,  55.494
2159.398, 105.355
1443.295,  83.949
1409.608, 119.738
2008.290,  89.399
1639.780, 130.828
1448.713,  95.524
1481.167, 117.388
2016.734, 132.684
2156.613,  92.059
1397.718,  77.196
1423.689, 138.759
1351.696,  83.017
1381.088, 100.367
1257.845, 129.318
1349.421, 109.840
1813.441, 157.691
1325.494,  91.363
2119.808,  98.314
1387.345, 117.954
1202.352, 109.234
1450.877,  73.714
1255.770,  95.965
1302.278,  79.060
2186.477,  67.884
1824.569,  83.083
1289.300,  77.700
2033.920,  86.604
1205.835, 128.892
1262.852, 123.366
1229.713, 129.212
2168.295, 165.835
1901.020, 122.149
1862.120,  63.845
1953.053,  69.697
1694.325, 113.217
1229.963,  96.619
1277.256, 124.630
2150.839,  69.970
1489.760,  93.107
2473.452, 124.357
2065.938,  92.839
1594.968,  50.417
1275.817, 105.246
1501.399,  88.796
1254.168, 130.952
1419.947, 123.306
2054.266, 114.712
1276.165, 110.503
1801.562,  79.986
1498.775, 126.263
1353.139,  82.967
1980.292, 126.323
1868.976, 134.670
1214.221,  81.662
1665.649,  92.787
1719.430,  87.878
1357.852,  81.517
1491.895,  77.030
1218.383,  67.646
1276.547, 102.671
1223.524, 131.510
1416.526,  91.689
1294.231,  73.811
1701.620,  89.391
1664.822, 100.773
1970.961,  78.636
2063.166, 101.281
2027.311,  63.284
1790.219, 135.052
1590.940,  87.416
1578.789,  81.238
1381.915, 130.584
1566.251,  78.697
1866.559, 102.796
1725.662,  88.871
1225.353,  85.319
1382.453, 101.295
1589.804,  86.777
2152.129, 104.741
1398.249,  97.896
1438.670, 100.243
1637.286, 110.027
1494.408, 123.033
2058.674, 133.474
1221.313, 102.906
1918.079,  69.497
2154.613, 108.846
1830.323,  98.082
1811.060, 126.320
1418.656,  73.864
1880.162, 136.869
1927.886,  93.662
1244.120, 109.296
2055.445, 100.067
1656.659,  90.534
2038.060, 109.002
1222.010,  76.980
1337.746, 137.767
1200.201,  97.673
1348.180,  80.843
2009.707, 152.560
1296.209, 103.853
1277.136, 107.186
2451.932, 102.757
1813.930, 117.416
1596.189,  72.531
1345.058,  89.331
1230.959,  76.979
1273.139,  69.352
1390.722,  86.915
1871.119, 113.516
1864.496,  92.823
1615.860,  93.887
1968.587,  93.367
1223.979,  59.091
1894.790, 107.944
2011.404, 124.002
1751.689, 105.141
2053.281,  88.285
1750.331,  78.262
1863.901,  89.654
1253.124,  91.964
1384.937, 113.279
1641.186,  95.085
1397.415, 141.596
1508.845, 134.747
1834.230, 114.509
1272.597, 105.212
1972.985, 109.660
1544.364,  70.767
1345.729, 100.621
1386.676,  85.208
1792.626, 117.119
1373.846, 102.362
1833.382,  88.192
1294.478,  84.067
1225.158, 104.187
1424.612, 109.605
1697.765, 115.376
1511.516, 113.628
1525.838,  70.479
1865.622,  88.526
1439.363, 117.476
1641.240, 121.856
2142.636,  63.431
1208.914, 140.354
1352.269, 116.229
1515.551,  99.752
1255.147,  73.087
2155.239,  99.469
1372.554,  79.633
1521.756, 130.060
1368.101,  90.020
1705.752, 122.272
1479.402, 127.644
1980.185,  88.828
1724.979, 120.839
2002.670,  81.792
1610.108,  72.247
1698.216,  55.470
1868.200, 130.410
1278.533, 122.197
1910.704,  92.433
2166.437, 124.263
1249.219,  79.722
1999.948, 113.644
1213.651,  66.173
1669.907,  86.205
1488.305, 135.874
1268.391, 114.920
2028.343, 121.314
1401.353,  93.453
2115.525, 102.486
1775.460, 103.031
1482.090, 146.613
1433.987,  83.363
1251.345,  81.909
1706.724, 112.618
1981.876,  86.674
1364.018, 115.177
1337.689,  77.827
1550.342,  69.862
2071.183,  80.967
1439.400, 130.762
1733.405, 102.308
1727.683, 103.353
1223.969,  86.781
2302.976, 109.016
1982.879, 112.691
1369.100, 100.822
1769.645,  94.962
1207.101,  77.513
1275.381, 117.279
1598.265,  80.489
1777.724,  69.272
2129.757, 122.566
1416.489, 111.920
1262.252,  83.856
3203.913,  87.503
1438.920,  79.152
2166.536, 121.639
1882.553, 122.171
1672.720,  89.916
1851.350, 126.970
2155.306, 117.007
1508.833, 154.003
1251.907, 122.594
1532.321,  92.073
1867.379, 118.252
1644.561, 109.431
1278.869,  93.518
1463.862,  73.834
1579.517, 111.616
1225.498,  74.766
1865.091, 105.877
1203.296,  96.647
1534.643,  82.538
2000.511,  77.423
1715.156,  65.935
1895.808, 153.335
1953.182, 128.381
1294.438, 104.335
1266.679, 121.580
1598.327,  98.435
1321.136,  77.608
1228.673, 125.734
1278.280, 124.030
2128.411, 165.589
1842.116, 125.144
1434.191,  86.663
1627.570, 134.003
1936.229, 118.138
2122.549, 100.848
1536.971, 117.812
1276.050,  97.250
1798.172, 116.269
1292.452, 129.480
2107.887, 137.177
2470.774, 146.407
1279.551,  87.422
1421.429,  69.908
1364.932, 105.061
1216.546, 130.255
2121.319,  81.334
2196.418, 119.528
1334.240,  96.065
1641.063, 117.864
1460.253, 105.701
1206.518, 125.692
1563.658,  84.124
1687.655, 108.703
1406.865, 117.848
1279.399,  87.112
1230.759,  66.302
1270.477,  70.430
1391.248, 130.966
1276.221, 100.392
2587.762, 115.509
1865.033,  92.199
1348.603,  70.584
1237.921, 116.099
2000.202,  93.823
2178.798, 133.890
1328.864,  94.974
1372.757,  88.128
2815.034, 133.412
1545.786, 133.972
2016.948, 112.040
2092.132, 131.825
1252.683, 132.245
2154.605, 113.167
2205.406, 132.872
1539.506, 121.157
2787.640,  85.072
1362.539, 138.612
1473.518, 105.899
1385.035,  65.848
1369.581,  76.046
1937.568,  90.599
1958.602, 102.533
1695.553, 159.077
1453.958, 133.740
1423.561, 125.569
1986.092,  77.894
2074.316,  95.534
1345.456,  92.372
1509.279,  85.038
1299.439,  78.271
3551.169, 120.797
1536.212,  89.657
1901.202,  89.660
2188.720,  68.582
1585.811, 123.915
2360.464, 143.705
1857.671, 138.123
1580.478,  81.850
1469.777,  89.893
1243.417, 121.035
1276.430,  92.978
1825.135,  97.378
1705.187,  80.688
1727.296, 101.170
1575.667,  90.484
1550.698, 104.142
1870.896, 152.767
1858.779, 117.178
1263.507,  95.032
1764.257, 102.404
1436.895, 103.878
1862.989,  76.949
1703.616,  82.333
2013.070, 131.557
1232.468,  99.898
1230.371, 140.793
1993.042, 112.299
1871.831,  81.297
1239.272,  60.313
1302.836, 102.645
1899.789, 140.755
1277.084, 107.599
1867.151, 107.959
1977.072,  69.451
1255.811, 128.485
1659.843, 114.230
1388.368,  84.250
1777.029,  98.943
1231.018,  73.051
1689.403, 119.564
1532.679, 105.601
1945.718,  73.998
1671.132,  76.813
1236.522,  92.469
2576.101,  68.512
1901.979,  97.486
1660.371,  84.312
1220.064,  85.520
1455.565, 151.279
1326.766,  89.485
1464.620,  69.157
1471.496, 118.314
1330.804, 108.282
1781.045, 116.959
1457.267,  83.377
1452.472, 100.958
1721.126,  94.854
1761.956,  81.771
1793.817, 111.541
1671.430,  82.606
1798.481, 124.920
1372.809, 130.852
1641.334, 100.257
1251.216, 128.128
1525.911, 112.060
1523.851,  75.152
1527.244, 113.620
1298.057,  87.176
1239.379, 121.305
1576.222,  74.020
2489.373,  93.754
1613.131,  93.793
1702.101, 124.240
1927.280,  75.574
1674.951, 147.966
2137.635,  94.622
1340.477,  98.117
1462.231, 136.158
1823.118, 123.398
2078.908,  94.862
1633.343, 119.011
1410.590,  90.680
1678.267,  80.985
1990.545, 121.997
1865.578, 103.366
1457.654,  69.599
1524.429, 108.882
1999.087, 136.752
1440.857,  93.348
1268.744, 116.753
1203.044,  83.245
1699.301, 144.383
1853.413,  73.487
1426.678, 133.792
2295.293,  80.882
1341.034, 122.831
1664.479, 168.939
1326.353,  72.980
1929.349,  89.857
1618.203,  86.586
1834.963, 129.880
1812.345, 149.661
1828.045, 145.560
1740.716, 108.673
2094.988,  74.436
2339.636, 116.459
1642.877,  89.884
2055.773,  72.253
1435.380,  83.915
1366.237, 130.707
1237.905, 109.683
1266.721,  98.287
1269.028, 120.968
1562.390,  79.582
1851.007,  99.340
2157.794, 106.161
1294.059, 100.267
1847.565, 119.683
1862.249,  78.086
2008.870, 101.353
1499.542,  91.539
1396.004, 110.539
2084.331, 123.941
1282.651, 113.710
1967.982, 105.772
1675.645, 103.211
1571.844,  82.498
1866.738, 106.222
1325.719,  87.416
1656.395,  99.703
1256.506,  97.016
1553.371, 145.440
1803.717, 128.086
1239.445, 141.376
1241.230, 123.712
2167.273, 113.245
1579.654, 152.507
1281.864, 126.010
2134.782, 103.535
1238.174, 153.858
3900.920, 152.602
1501.056,  72.576
1230.004, 102.113
1394.357, 138.037
1211.065,  66.382
1312.688, 108.436
2201.095, 138.265
1204.480, 101.920
1685.731,  87.331
2148.641, 123.262
2075.489, 110.596
1739.861,  96.513
1385.292, 103.998
1299.538,  96.931
1280.188,  95.853
1551.874, 121.211
1223.715, 146.841
1234.043, 106.983
2051.764,  64.131
2157.551,  78.953
1877.652, 147.072
1510.411,  93.593
2042.393,  93.939
1597.039, 121.167
1607.089, 108.049
1354.700, 113.544
1383.234, 103.960
1856.182,  83.219
1474.075,  97.710
2154.758, 106.928
1321.759,  98.129
1249.060,  96.500
1504.473, 148.504
1765.931,  76.869
1871.902, 106.977
1622.531, 119.555
2179.776, 146.162
1560.740,  77.940
1226.780, 130.876
1340.640,  95.737
2131.958,  57.424
1228.041, 108.699
2036.860, 136.306
1714.989, 133.863
2206.624, 120.891
1499.556, 129.107
1367.379, 151.521
2064.923,  85.230
1361.086,  79.160
2098.000, 118.257
1259.993,  86.642
1266.863, 120.760
1386.261,  89.999
1432.145, 147.479
1868.308, 112.781
2081.891, 105.984
1686.498,  98.889
1916.713,  70.862
1269.574, 122.399
1270.579, 116.375
2762.920, 136.799
1675.015, 124.832
1540.550, 122.064
1557.438,  79.281
1833.078,  74.517
2260.014, 109.114
1729.409, 119.698
1559.872, 133.339
1820.233, 127.029
1869.248, 115.079
1525.509, 117.282
1851.812, 141.575
1341.590,  81.592
1316.622, 133.333
1279.623, 142.029
1995.853, 144.202
1533.268, 125.143
2194.209, 140.552
2074.709, 101.220
1867.882, 102.755
1473.901,  73.420
2173.748, 124.799
1579.684, 113.868
1475.998, 112.086
1765.760, 107.972
1258.552, 118.884
1544.652,  81.864
1367.631,  78.913
1285.957, 100.234
1932.058,  76.506
1772.068, 101.161
1539.302,  98.346
1387.806, 109.568
1921.446,  88.151
1333.862, 136.527
1934.063, 101.509
1865.748, 102.214
1851.073, 134.471
1275.093,  93.402
2005.436,  75.068
1363.702,  79.156
1581.955,  98.112
1339.945,  86.027
1711.410, 122.264
1611.865, 136.708
1438.543,  98.363
1561.907,  84.497
1601.168,  92.674
2104.370, 105.338
1677.286,  83.148
1214.283, 126.684
1318.782,  89.106
1397.212, 137.489
1603.588, 135.354
1457.181, 104.662
1932.790,  85.584
1866.614, 126.466
1461.290,  70.274
1865.300, 106.412
1978.271,  90.057
2155.522, 119.823
2215.159,  67.136
1810.620, 129.103
1939.595, 162.879
1469.805,  83.242
1565.626, 133.588
1869.703, 136.450
1472.198,  93.565
1445.318,  91.641
1836.048, 155.210
1879.858,  75.054
1538.560,  97.677
1413.610,  85.326
1654.073,  71.141
2147.142,  81.456
1985.534,  88.431
1369.772,  92.193
1585.923,  91.055
1879.882,  91.177
1371.841,  88.702
1226.529, 126.547
1876.762,  78.343
1671.309,  93.668
1945.061,  73.718
1415.570, 101.482
1728.353, 131.368
2067.035, 118.340
1658.230, 102.442
1281.583,  98.690
1622.245, 100.893
1563.544,  99.576
1332.401,  95.018
1435.313, 102.003
1483.253, 111.725
2171.734, 126.986
2146.789,  69.918
1235.379,  92.130
1332.824, 106.650
1808.868, 111.309
1381.449,  54.853
1273.957, 121.402
1863.321,  80.203
1316.689, 112.879
1981.939,  99.791
1436.540, 122.783
2033.354,  78.023
1437.180, 107.327
1470.263,  94.830
1666.181,  80.611
1475.827,  81.824
1286.887,  77.483
1801.639,  77.449
1673.490, 112.750
1356.812,  87.965
1321.332,  58.222
1918.003,  92.833
1900.792,  96.923
2194.781,  80.104
1711.135,  68.121
2186.259, 122.847
1581.485, 102.395
1757.151, 135.966
1518.200,  86.211
1438.305,  75.297
1306.016, 107.189
1676.310,  79.515
1557.694, 123.651
2787.750, 110.335
2126.123,  99.733
1318.771,  93.055
1203.106,  88.184
1255.937, 103.121
1543.635, 133.146
1560.791,  87.267
1642.619,  74.925
2060.871, 142.296
1834.775,  60.264
2027.661, 141.238
1489.615, 122.832
2022.633,  72.640
1410.025, 109.493
1413.308, 101.764
1642.347, 106.689
1585.504,  83.258
1607.751,  95.058
1489.213,  74.671
2640.157, 106.221
1381.267,  94.258
2071.760, 121.050
1596.968,  80.089
1899.252, 140.023
1268.969, 109.903
1548.165, 131.467
1351.112,  95.227
1584.215,  76.595
1312.374, 125.993
1751.735, 103.257
1833.144,  81.224
1800.973,  98.539
1895.007,  90.179
1648.790, 104.976
1474.279,  90.020
1701.936, 129.716
1301.309, 122.462
3248.175, 105.291
1370.573, 119.554
1424.292, 124.207
2096.020,  95.267
2205.593,  86.116
1209.631,  83.630
1471.631,  81.804
1340.286,  86.007
1246.090, 125.717
1493.852,  96.438
1528.628, 119.574
2120.502,  77.059
1209.601, 140.338
1864.317, 103.433
1961.534, 125.024
1480.543, 100.711
1600.653, 108.774
2056.319,  94.272
1979.606, 116.953
1486.048, 139.199
1608.439, 140.476
1937.091, 118.664
1272.451,  61.316
1865.948, 105.888
1537.687, 110.373
1499.675,  96.925
2100.749, 105.021
1941.771,  61.556
1551.609, 146.956
1337.838, 103.993
1277.119, 107.567
1409.438, 133.963
1971.564,  86.149
1557.291, 106.520
1686.209, 144.518
2181.034,  84.041
1241.188,  74.365
1278.137,  51.733
1759.733,  86.120
1522.009,  98.078
1238.749, 129.469
1535.258, 123.700
1620.649,  78.344
1314.368, 101.446
1323.041,  82.722
1324.229,  83.504
1274.172,  90.786
1286.519,  85.858
1297.899,  81.856
2130.857, 132.894
1421.570,  99.014
2140.401,  81.407
1271.174,  66.528
1767.002,  70.539
1328.736, 101.095
1220.034,  93.593
1630.414, 139.280
1750.302,  80.923
1481.058,  96.461
1284.029, 137.199
2013.611,  81.403
1789.157,  68.322
1228.957, 120.794
1403.826,  80.882
1423.856,  85.760
1513.829,  90.344
1508.784,  90.066
1280.045,  51.384
1354.754,  99.447
1719.999,  87.106
2880.161,  99.638
1321.775, 107.038
1533.106,  88.411
1968.720, 154.330
1577.991, 116.384
1475.977,  98.538
1404.823,  94.350
1944.843, 104.946
1365.772,  81.092
1283.905, 111.889
1351.206, 137.932
1304.371,  97.257
1392.915, 119.843
2148.421,  95.131
1782.118, 102.924
1450.431, 132.964
1218.695, 143.129
1277.099, 110.569
1631.872, 125.959
1243.978,  76.418
1229.938,  82.481
1393.970,  84.256
1483.646, 118.830
1865.236, 105.837
1879.336, 133.234
1274.335, 140.229
1199.054,  84.726
1457.833, 109.761
1429.644, 100.422
1768.047, 120.139
1358.600, 100.875
1536.299, 120.773
1945.321,  65.375
1393.219, 140.254
1617.270,  71.405
2135.693, 118.172
1672.970,  90.042
1962.967, 114.868
1474.803, 125.922
2261.817, 121.588
1259.881,  98.829
1684.346, 119.319
1226.190, 111.560
1237.266,  87.626
1541.696,  98.854
2057.943,  79.282
1263.350, 105.484
1650.068,  80.832
2016.080, 127.047
1590.800, 155.877
2060.109, 111.235
1386.568, 126.273
1275.163,  71.720
2068.518,  60.891
1715.218, 130.240
1641.012,  92.552
2028.790,  97.658
2027.242, 112.348
2177.293, 111.431
1832.751, 115.964
1693.945, 137.605
1661.999,  89.909
1605.828, 130.880
1725.332, 101.800
1309.251,  85.111
1849.157,  98.519
1728.134,  78.108
1218.852,  91.140
1441.707, 111.277
2349.628, 138.298
1234.708, 145.324
2058.356, 106.323
1777.591, 110.324
1325.466, 113.291
1213.906,  89.658
1271.427,  95.649
1556.421,  93.686
1756.109, 115.099
1343.191, 115.501
2303.191,  96.578
1349.387,  80.081
1774.946, 128.837
2002.658, 130.960
1806.120, 135.071
1636.533,  77.700
1856.275, 137.572
1859.806, 150.157
1896.056,  85.080
1463.735,  88.901
2127.907, 123.101
1823.135,  99.299
1590.161,  88.314
1453.432, 146.234
1201.131, 104.640
1933.293, 101.862
1352.907,  75.181
1422.730, 117.576
1802.613,  80.171
1681.253,  94.067
1282.175,  79.198
2534.982,  74.605
1461.319, 108.075
1819.541,  87.152
1249.884,  99.361
1228.395,  93.786
1719.794, 151.926
1274.512, 130.830
2152.574,  89.657
2115.411,  93.791
1293.472,  61.243
2131.307,  96.613
1514.164, 126.403
2125.855,  83.796
1829.414, 144.402
1991.912,  91.565
1410.281, 138.506
1348.705,  81.547
1284.798,  77.081
2070.848,  89.158
1513.919, 114.284
1765.293,  72.850
1708.510, 125.007
1423.124, 100.079
1421.834, 101.947
2037.066, 100.097
1516.341, 127.618
1732.691,  93.004
2187.772, 149.751
1282.422, 146.760
1330.214,  85.656
1251.870, 123.219
1456.554,  73.148
1446.082, 130.633
1559.502, 122.936
1881.211,  51.717
1864.966,  98.034
1382.308,  80.429
1583.585, 148.440
1229.799, 123.973
2057.768, 103.540
1501.044, 137.425
1677.632, 116.210
1367.345,  92.175
1309.174, 101.841
2113.106, 120.035
1751.924, 111.959
2024.438, 117.085
1397.000, 107.430
1816.778, 120.564
1596.430,  89.837
2175.920,  96.208
1599.428,  84.827
2044.435,  88.032
1531.081,  69.823
1824.942, 121.667
1388.574, 122.362
2065.753,  80.072
1263.242, 115.797
1880.253,  80.870
1353.449,  98.620
1224.188,  95.071
1694.288, 139.976
1277.339,  77.264
1222.951,  82.383
1639.345, 117.966
1230.641, 140.862
1777.709, 140.621
1289.105, 116.231
1419.521, 113.980
1746.704, 104.292
1452.706,  77.037
2017.845,  95.244
2361.582, 101.513
1864.931,  92.000
1579.871, 147.054
1479.937,  88.109
1982.411, 118.665
1543.353,  66.100
1887.830,  92.795
1330.062,  93.562
1863.063,  89.001
1502.589,  70.560
2071.153,  78.071
1956.800,  77.650
1569.946,  98.951
1687.092, 101.397
1875.782, 128.172
1922.592, 114.190
1850.859,  87.957
1811.841, 134.522
1406.714,  72.587
1288.521, 122.871
1899.274, 160.350
1779.898, 101.575
1501.276, 148.512
1700.261,  60.090
2005.829,  77.014
3522.899,  88.687
1868.368, 118.751
1280.914, 147.207
1704.529,  91.129
1433.074, 101.288
1212.556,  86.324
1340.564, 109.427
1215.981, 130.685
2023.167,  98.355
1359.314,  59.488
1291.959,  73.996
1447.900,  81.671
1862.808,  73.438
1385.364,  93.616
2079.979,  86.623
1677.570, 128.686
1602.161, 111.037
1903.610,  92.758
1780.473, 103.374
1356.279,  80.218
1741.250, 130.061
2110.865, 124.224
1340.402, 154.416
1343.618,  75.495
1667.965,  85.336
1507.068,  57.023
1761.795,  62.825
1579.749,  80.794
2119.836, 131.758
1626.392, 159.204
1266.815,  87.961
1853.645, 127.353
1246.923,  88.948
2896.332, 105.992
1402.476,  66.022
1328.744, 132.696
1323.845, 103.151
1981.609, 114.942
2177.557,  71.679
1457.105, 117.957
1904.515,  76.534
1247.782, 110.170
1509.771, 154.001
1621.812, 128.098
1842.274, 131.215
2191.234, 107.623
1435.094,  62.964
1632.510, 128.592
1597.670, 105.147
1391.132, 118.119
1371.592, 112.700
2142.752, 128.188
1986.055, 116.086
1414.289, 136.354
1901.757, 104.772
1300.626,  73.447
2555.293, 104.808
1740.728, 130.292
1430.663,  81.290
1371.798, 106.311
1225.899, 100.105
1877.251,  90.104
2028.021,  91.635
2065.648, 163.176
1863.972,  90.938
1471.804, 105.624
1345.887,  97.396
1732.614,  88.013
1730.867, 125.932
1598.886,  86.823
1702.080, 131.853
1982.234,  87.737
1501.031, 102.920
1205.003,  82.056
2109.390,  98.087
1936.292, 110.186
1429.662,  74.952
1573.357,  85.052
2096.050,  84.373
1840.488,  93.858
1567.135, 126.230
1875.532, 132.520
1322.916, 130.610
1459.866, 142.016
1567.463, 116.204
